x(mm),y(mm),z(mm),x/H,y/H,z/H,<c>(ppm),<c>/Co,σC(ppm),σC/Co
200,125,12.5,1.0000,0.6250,0.0625,56.693,1.255,73.921,1.636
200,150,12.5,1.0000,0.7500,0.0625,33.241,0.736,63.534,1.406
200,200,12.5,1.0000,1.0000,0.0625,12.947,0.287,34.283,0.759
250,-200,12.5,1.2500,-1.0000,0.0625,22.743,0.503,41.594,0.921
250,-150,12.5,1.2500,-0.7500,0.0625,56.221,1.244,64.633,1.431
250,-125,12.5,1.2500,-0.6250,0.0625,73.012,1.616,70.281,1.556
250,-100,12.5,1.2500,-0.5000,0.0625,106.947,2.367,88.634,1.962
250,-75,12.5,1.2500,-0.3750,0.0625,129.292,2.862,108.714,2.406
250,-60,12.5,1.2500,-0.3000,0.0625,145.418,3.219,109.570,2.425
250,-50,12.5,1.2500,-0.2500,0.0625,145.156,3.213,106.679,2.361
250,-40,12.5,1.2500,-0.2000,0.0625,165.100,3.654,119.939,2.655
250,-25,12.5,1.2500,-0.1250,0.0625,167.686,3.712,118.782,2.629
250,0,12.5,1.2500,0.0000,0.0625,168.783,3.736,120.444,2.666
250,25,12.5,1.2500,0.1250,0.0625,161.612,3.577,110.936,2.456
250,40,12.5,1.2500,0.2000,0.0625,165.188,3.656,117.121,2.592
250,50,12.5,1.2500,0.2500,0.0625,152.739,3.381,110.948,2.456
250,60,12.5,1.2500,0.3000,0.0625,147.612,3.267,111.702,2.473
250,75,12.5,1.2500,0.3750,0.0625,136.013,3.011,112.116,2.482
250,100,12.5,1.2500,0.5000,0.0625,90.353,2.000,90.042,1.993
250,125,12.5,1.2500,0.6250,0.0625,64.919,1.437,79.442,1.758
250,150,12.5,1.2500,0.7500,0.0625,45.089,0.998,66.250,1.466
250,200,12.5,1.2500,1.0000,0.0625,15.874,0.351,38.636,0.855
300,-200,12.5,1.5000,-1.0000,0.0625,25.885,0.573,41.177,0.911
300,-150,12.5,1.5000,-0.7500,0.0625,50.409,1.116,53.244,1.179
300,-125,12.5,1.5000,-0.6250,0.0625,77.062,1.706,67.755,1.500
300,-100,12.5,1.5000,-0.5000,0.0625,93.362,2.067,70.326,1.557
300,-75,12.5,1.5000,-0.3750,0.0625,109.943,2.434,78.659,1.741
300,-60,12.5,1.5000,-0.3000,0.0625,122.592,2.714,82.150,1.818
300,-50,12.5,1.5000,-0.2500,0.0625,124.596,2.758,86.150,1.907
300,-40,12.5,1.5000,-0.2000,0.0625,125.370,2.775,86.138,1.907
300,-25,12.5,1.5000,-0.1250,0.0625,137.224,3.037,86.002,1.904
300,0,12.5,1.5000,0.0000,0.0625,126.358,2.797,77.143,1.708
300,25,12.5,1.5000,0.1250,0.0625,125.959,2.788,78.260,1.732
300,40,12.5,1.5000,0.2000,0.0625,134.126,2.969,88.339,1.955
300,50,12.5,1.5000,0.2500,0.0625,124.636,2.759,92.811,2.054
300,60,12.5,1.5000,0.3000,0.0625,125.275,2.773,81.802,1.811
300,75,12.5,1.5000,0.3750,0.0625,111.804,2.475,88.318,1.955
300,100,12.5,1.5000,0.5000,0.0625,87.006,1.926,71.998,1.594
300,125,12.5,1.5000,0.6250,0.0625,66.808,1.479,70.475,1.560
300,150,12.5,1.5000,0.7500,0.0625,43.290,0.958,54.563,1.208
300,200,12.5,1.5000,1.0000,0.0625,17.380,0.385,35.368,0.783
400,-200,12.5,2.0000,-1.0000,0.0625,32.280,0.715,35.249,0.780
400,-150,12.5,2.0000,-0.7500,0.0625,49.969,1.106,46.380,1.027
400,-125,12.5,2.0000,-0.6250,0.0625,64.347,1.424,49.569,1.097
400,-100,12.5,2.0000,-0.5000,0.0625,79.518,1.760,51.273,1.135
400,-75,12.5,2.0000,-0.3750,0.0625,84.712,1.875,54.355,1.203
400,-60,12.5,2.0000,-0.3000,0.0625,91.231,2.019,56.764,1.256
400,-50,12.5,2.0000,-0.2500,0.0625,92.750,2.053,54.530,1.207
400,-40,12.5,2.0000,-0.2000,0.0625,103.140,2.283,61.317,1.357
400,-25,12.5,2.0000,-0.1250,0.0625,104.634,2.316,64.857,1.436
400,0,12.5,2.0000,0.0000,0.0625,100.719,2.229,61.585,1.363
400,25,12.5,2.0000,0.1250,0.0625,103.688,2.295,60.711,1.344
400,40,12.5,2.0000,0.2000,0.0625,98.100,2.171,59.923,1.326
400,50,12.5,2.0000,0.2500,0.0625,93.038,2.059,57.591,1.275
400,60,12.5,2.0000,0.3000,0.0625,94.168,2.084,67.277,1.489
400,75,12.5,2.0000,0.3750,0.0625,88.954,1.969,65.604,1.452
400,100,12.5,2.0000,0.5000,0.0625,71.783,1.589,55.162,1.221
400,125,12.5,2.0000,0.6250,0.0625,58.277,1.290,55.194,1.222
400,150,12.5,2.0000,0.7500,0.0625,43.710,0.968,47.641,1.055
400,200,12.5,2.0000,1.0000,0.0625,22.758,0.504,32.654,0.723
